"book_title","paper_id","dc_type","authors","year","source","keyword"
"Utilizing State of the Art Computational Intelligence to Estimate Oil Flow Rate in Artificial Lift Wells","SPE-192321-MS","conference-paper","Khan, Mohammad Rasheed, King Fahd University of Petroleum & Minerals | Tariq, Zeeshan, King Fahd University of Petroleum & Minerals | Abdulraheem, Abdulazeez, King Fahd University of Petroleum & Minerals",2018,"SPE","'machine+learning'"
"Automated Decision Support to EnhanceWhile-Drilling Decision Making: Where Doesit fit Within Drilling Automation?","SPE-163430-MS","conference-paper","Sadlier, Andreas, Baker Hughes | Says, Ian, Baker Hughes | Hanson, Ryan, Verdande Technology",2013,"SPE","'machine+learning'"
"Enhanced Erosion Prediction for XTree Valves’ Lifetime Estimation","OMC-2017-592","conference-paper","S. Gorini, S., Eni SpA | Maliardi, A., Eni SpA | Malavasi, S., Politecnico di Milano University | Messa, G. V., Politecnico di Milano University",2017,"OMC","'machine+learning'"
"Accounting for Serial Autocorrelation in Decline Curve Analysis of Marcellus Shale Gas Wells","SPE-191788-18ERM-MS","conference-paper","Morgan, Eugene, The Pennsylvania State University",2018,"SPE","'machine+learning'"
"Robust Well Cost Estimation Using Support Vector Machine Model","SPE-106577-MS","conference-paper","Buddharaju, Pradeep, University of Houston | Laskar, Sandipan A., | Samuel, G. Robello, Halliburton",2007,"SPE","'machine+learning'"
"Identifying Technical And Economic EOR Potential Under Conditions Of Limited Information And Time Constraints","SPE-94682-MS","conference-paper","Manrique, Eduardo Jose, Florida International U | Wright, John D., Questa Engineering Corp.",2005,"SPE","'machine+learning'"
"Prediction of Rockburst Based on an Accident Database","ISRM-12CONGRESS-2011-224","conference-paper","Peixoto, Ana, University of Porto | Ribeiro e Sousa, Luis, University of Porto | Leal e Sousa, Rita, Massachusetts Institute of Technology | Feng, Xia-Ting, State Key Laboratory for Geomechanichs and Geotechnical Engineering | Miranda, Tiago, University of Minho | Martins, Francisco, University of Minho",2011,"ISRM","'machine+learning'"
"A Robust Surveillance and Optimization Workflow for Offshore Gas Lifted Wells","SPE-188506-MS","conference-paper","Xiao, Feng, ExxonMobil Upstream Research Company | Dani, Neeraj R., ExxonMobil Upstream Research Company | Long, Ted A., ExxonMobil Upstream Research Company | Gantt, Justin A., ExxonMobil Upstream Research Company | Borden, Zachary H., ExxonMobil Upstream Research Company | El-Bakry, Amr, ExxonMobil Upstream Research Company",2017,"SPE","'machine+learning'"
"Performance Enhancement of Drilling and Completions Operations in Giant Offshore Field Abu Dhabi by Tracking and Monitoring Invisible Lost Time and Defined KPIs","SPE-188238-MS","conference-paper","Raza, Syed Ali, ZADCO | Al-Braik, Haythem, ZADCO | Attalah, Mohamed, ZADCO | Corona, Mauricio, Schlumberger | Kojadinovic, Nenad, Schlumberger",2017,"SPE","'machine+learning'"
"Conference Review: SPE Annual Conference Highlights Sustainability, Disruptive Technologies","SPE-1217-0036-JPT","journal-paper","Carpenter, Chris, JPT Technology Editor | Wilson, Adam, JPT Special Publications Editor | Rassenfoss, Stephen, JPT Emerging Technology Senior Editor | Whitfield, Stephen, JPT Senior Staff Writer | Donnelly, John, JPT Editor | Boschee, Pam, JPT Senior Editor",2017,"SPE","'machine+learning'"
"Supervised Waveform Analysis to Find Wasia Carbonate Stratigraphic Traps in Rub' Al-Khali Basin, Saudi Arabia","SPE-188271-MS","conference-paper","AlQattan, Hussain, Saudi Aramco | Zhang, Sihai, Saudi Aramco",2017,"SPE","'machine+learning'"
"Assessment of the Rainfall-Induced Landslide Distribution","ISOPE-I-18-660","conference-paper","Chen, Jing-Wen, National Cheng Kung University | Chen, Yie-Ruey, Cang Jung Christian University | Hsieh, Shun-Chieh, Cang Jung Christian University",2018,"ISOPE","'machine+learning'"
"A Cost and Time Effective Prediction Technique for OWC-WEC Devices","ISOPE-I-18-618","conference-paper","Abdussamie, Nagi, University of Tasmania | Ham, Minki, University of Tasmania | Ojeda, Roberto, University of Tasmania | Penesis, Irene, University of Tasmania",2018,"ISOPE","'machine+learning'"
"Development of an Expert System For Successful Welding Duplex Stainless Steels","ISOPE-I-05-387","conference-paper","Wang, Huei-Sen, Department of Industrial Engineering and Management, Diwan College of Management",2005,"ISOPE","'machine+learning'"
"Petroleum Technology 2000","SPE-7707-MS","conference-paper","Birks, J., BP Co., LTD.",1979,"SPE","'machine+learning'"
"Improved Permeability Prediction From Seismic and Log Data using Artificial Intelligence Techniques","SPE-164465-MS","conference-paper","Anifowose, Fatai A., King Fahd University of Petr. & Min. | Abdulraheem, Abdulazeez, King Fahd University of Petr. & Min. | Al-Shuhail, Abdullatif A., King Fahd University of Petr. & Min. | Schmitt, Denis P., Saudi Aramco",2013,"SPE","'machine+learning'"
"Enabling Real-Time Asset Analytics for a Cloud-Based Fiber-Optic Data Management System","SPE-191592-MS","conference-paper","Yang, Lei, Baker Hughes, a GE company | Bale, Derek S., Baker Hughes, a GE company | Yang, Don, Baker Hughes, a GE company | Raum, Matthew, Baker Hughes, a GE company | Bello, Oladele, Baker Hughes, a GE company | Failla, Roberto, Baker Hughes, a GE company | Lerohl, David, Baker Hughes, a GE company | Knowles, David, Shell Global Solutions US Inc",2018,"SPE","'machine+learning'"
"Well Integrity Data Assessment WIDA Implementation through Integrating Established Well Data Systems to Increase Safe Operability for Wells with a History of Interdependence Integrity Issues","SPE-188792-MS","conference-paper","Ali, Azlan Bin, Abu Dhabi Co For Onshore Petroleum Operations Ltd | Daghmouni, Dr. Hamdi Bouali, Abu Dhabi Co For Onshore Petroleum Operations Ltd | Yugay, Andrey, Abu Dhabi Co For Onshore Petroleum Operations Ltd | Johan, Arwansyah, Abu Dhabi Co For Onshore Petroleum Operations Ltd | Amabipi, Dr. Abby Kalio, Abu Dhabi Co For Onshore Petroleum Operations Ltd | Corneliussen, Dr. Kjell, Ovesen, ExproSoft | Kristian, Arne, Ovesen, ExproSoft",2017,"SPE","'machine+learning'"
"Fast Track Analysis of Shale Numerical Models","SPE-162699-MS","conference-paper","Kalantari Dahaghi, Amirmasoud, West Virginia University | Esmaili, Soodabeh, West Virginia University | Mohaghegh, Shahab D., West Virginia University",2012,"SPE","'machine+learning'"
"Real Time Prediction and Classification of Torque and Drag During Drilling Using Statistical Learning Methods","SPE-177313-MS","conference-paper","Hegde, Chiranth, University of Texas at Austin | Wallace, Scott, University of Texas at Austin | Gray, Ken, University of Texas at Austin",2015,"SPE","'machine+learning'"
"Probabilistic Performance Forecasting in History Matching of Low Permeability Reservoirs","SPE-188100-MS","conference-paper","Zhang, Xuejiao, China University of Petroleum | Xue, Yongchao, China University of Petroleum | Ding, Guanyang, China University of Petroleum",2017,"SPE","'machine+learning'"
"An Extensive Review on the Effective Sequence of Heavy Oil Recovery","SPE-157864-MS","conference-paper","Mohammadpoor, Mehdi, University of Regina | Torabi, Farshid, U. of Regina",2012,"SPE","'machine+learning'"
"Automatic Isotherm Derivation From Field Data for Oilfield Scale-Inhibitor Squeeze Treatments","SPE-154954-PA","journal-paper","Vazquez, Oscar, Heriot-Watt University | Corne, David, Heriot-Watt University | Mackay, Eric, Heriot-Watt University | Jordan, Myles M., Nalco",2013,"SPE","'machine+learning'"
"Models For Geomechanical Characterization of the Rock Mass Formations At DUSEL Using Data Mining Techniques","ARMA-2012-120","conference-paper","Sousa, L.R., State Key Laboratory for Geomechanics and Deep Underground Engineering, University of Porto | Miranda, T., University of Minho | Roggenthen, W., South Dakota School of Mines and Technology | Sousa, R.L., Massachusetts Institute of Technology",2012,"ARMA","'machine+learning'"
"How Can We Turn Intelligent Energy into Profitable Operations?","SPE-181078-MS","conference-paper","Crompton, Jim, Noah Consulting",2016,"SPE","'machine+learning'"
"Use of Artificial Neural Networks for Predicting Crude Oil Effect on CO2 Corrosion of Carbon Steels","NACE-05554","conference-paper","Hernandez, Sandra, BP America Inc. | Nesic, Srdjan, Ohio University | Weckman, Gary, Ohio University | Ghai, V., Ohio University",2005,"NACE","'machine+learning'"
"Automatic Isotherm Derivation from Field Data for Oilfield Scale Inhibitor Squeeze Treatments","SPE-154954-MS","conference-paper","Vazquez, Oscar, Heriot-Watt U. | Corne, David, Heriot-Watt University | Jordan, Myles Martin, Nalco Company | Mackay, Eric James, Heriot-Watt U.",2012,"SPE","'machine+learning'"
"Bridging the Gap Between Deterministic and Probabilistic Uncertainty Quantification Using Advanced Proxy Based Methods","SPE-173301-MS","conference-paper","Goodwin, N., Essence Products and Services Ltd.",2015,"SPE","'machine+learning'"
"EOR Field Experiences in Carbonate Reservoirs in the United States","SPE-100063-PA","journal-paper","Manrique, Eduardo Jose, Norwest Questa Engineering | Muci, Viviana Eugenia, Instituto de Empresa | Gurfinkel, Mariano E., Bureau of Geology, U of Texas at Austin",2007,"SPE","'machine+learning'"
"The Use of Genetic Algorithms as an Optimization Tool for Predicting Permeability Alteration in Formation Damage and Improvement Modelling","PETSOC-2001-052","conference-paper","Erbas, D., Middle East Technical University | Gumrah, F., Middle East Technical University",2001,"PETSOC","'machine+learning'"
"A New Early Warning Model with Vector Machine for Abnormal Production Prediction (Russian)","SPE-172307-RU","conference-paper","Li, JunJian, China University of Petroleum | Jichen, Zhao, Sinopec International Petroleum Exploration and Production Corporation | Hanqiao, Jiang, China University of Petroleum | Wenchao, Fang, China University of Petroleum | Hongxia, Liu, China University of Petroleum | Wu, Xiao, Sinopec",2014,"SPE","'machine+learning'"
"Survey of Big Data New SQL Database Systems for Real-Time Data Transfer in the Upstream Oil and Gas Industry","SPE-192412-MS","conference-paper","Djamaluddin, Basirudin, Petrolink International | Mohammed, Salahadin, King Fahd University of Petroleum and Minerals",2018,"SPE","'machine+learning'"
"An Unsupervised Learning Algorithm To Compute Fluid Volumes From NMR T1-T2 Logs in Unconventional Reservoirs","SPWLA-2018-Y","conference-paper","Venkataramanan, Lalitha, Schlumberger | Evirgen, Noyan, Schlumberger | Allen, David F., Schlumberger | Mutina, Albina, Schlumberger | Cai, Qun, Schlumberger | Johnson, Andrew C., Schlumberger | Green, Aaron Y., Schlumberger | Jiang, Tianmin, Schlumberger",2018,"SPWLA","'machine+learning'"
"Reduce the Costs of Ignorance Through Knowledge Management","WPC-22-1896","conference-paper","Van Der Spek, Rob, DNV GL",2017,"WPC","'machine+learning'"
"Hindcasting Production in Four Shale Gas Basins Using a Physics- Based Approach","URTEC-2902818-MS","conference-paper","Male, Frank, University of Texas at Austin",2018,"URTEC","'machine+learning'"
"Application of Mechanical Specific Energy and At-the-Bit Measurements for Geothermal Drilling Applications in Hot, High Strength, High Modulus Reservoirs","ARMA-2018-813","conference-paper","Islam, N., University of Utah | Vijapurapu, R., University of Utah | Jones, M., University of Utah | McLennan, J., University of Utah | Moore, J., University of Utah | Rickard, W., Geothermal Resources Group | Balamir, O., Geothermal Resources Group | Vagnetti, R., U.S. Department of Energy National Energy Technology Laboratory",2018,"ARMA","'machine+learning'"
"Computer-Aided Gas Pipeline Operation Using Genetic Algorithms And Rule Learning Part II: Rule Learning Control Of A Pipeline Under Normal And Abnormal Conditions","SPE-14591-MS","general","Goldberg, David E., The University of Alabama",1985,"SPE","'machine+learning'"
"Sparse Geologic Dictionaries for Field-Scale History Matching Application","SPE-173275-MS","conference-paper","Khaninezhad, Mohammad-Reza, University of Southern California | Jafarpour, Behnam, University of Southern California",2015,"SPE","'machine+learning'"
"Clustering Techniques for Data Analysis and Data Completion of Monitored Structural Responses of an Offshore Floating Structure","ISOPE-I-17-266","conference-paper","Panapakidis, Ioannis P., Technological Educational Institute of Thessaly | Michailides, Constantine, Liverpool John Moores University | Angelides, Demos C., Aristotle University of Thessaloniki (A.U.Th.)",2017,"ISOPE","'machine+learning'"
"Modelling of Injection Well Capacity with Account for Permeability Damage in the Near-Wellbore Zone for Oil Fields in Western Siberia","SPE-187806-MS","conference-paper","Boronin, S. A., Skoltech | Tolmacheva, K. I., Skoltech | Osiptsov, A. A., Skoltech | Orlov, D. M., Skoltech | Koroteev, D. A., Skoltech | Sitnikov, A. N., Gazpromneft-NTC | Yakovlev, A. A., Gazpromneft-NTC | Belozerov, B. V., Gazpromneft-NTC",2017,"SPE","'machine+learning'"
"Ice Mode and Beyond: Electrical Propulsion for Efficient Ice-Breaking","OTC-29149-MS","conference-paper","Barisic, Matko, ABB | Parrondo, Yago Martinez, ABB | Lee, Bo-Won, ABB | Wendt, Frank, ABB",2018,"OTC","'machine+learning'"
"Accelerating Well Construction Using a Digital Twin Demonstrated on Unconventional Well Data in North America","URTEC-2902186-MS","conference-paper","Saini, Gurtej, University of Texas at Austin | Ashok, Pradeepkumar, University of Texas at Austin | van Oort, Eric, University of Texas at Austin | Isbell, Matthew R., Hess Corp",2018,"URTEC","'machine+learning'"
"Integration of Data-Driven Models for Characterizing Shale Barrier Configuration in 3D Heterogeneous Reservoirs for SAGD Operations","SPE-189735-MS","conference-paper","Ma, Zhiwei, University of Alberta | Leung, Juliana Y., University of Alberta",2018,"SPE","'machine+learning'"
"Data Management and Digitalisation: Connecting Subsea Assets in the Digital Space","OTC-28997-MS","conference-paper","Murray, John, Aker Solutions | Eriksson, Klas, Aker Solutions",2018,"OTC","'machine+learning'"
"Unlocking Fast Reservoir Predictions via Nonintrusive Reduced-Order Models","SPE-163584-MS","conference-paper","Klie, Hector, ConocoPhilips",2013,"SPE","'machine+learning'"
"Application of the Evolutionary Algorithm for Creating Advanced Technologies for the Beneficial Use of Gas in Order to Increase the Efficiency and Reliability of the Operation of the Technological Equ…","SPE-191539-18RPTC-MS","conference-paper","Vlasov, Artem, LLC GAZPROMNEFT STC | Fedorenko, Valery, LLC GAZPROMNEFT STC | Yakovlev, Vitaly, LLC GAZPROMNEFT STC",2018,"SPE","'machine+learning'"
